,image,proposed manus
258,P43-Fg089-R-C01-R01-D06122015-T144940-LR445 _PSC,"['4Q291', '4Q418', '4Q299', '4Q176', '4Q223', '4Q78', '4Q432', 'MUR1', '4Q78', '11Q14', '4Q88', 'MUR98', '4Q208', '4Q221', '4Q546', '4Q562', '4Q422', '4Q196', '4Q78', '6Q7']"
259,P75-Fg035-R-C01-R01-D30072014-T105706-LR445 _PSC,"['4Q381', '4Q57', '4Q365', '4Q403', '4Q408', '4Q385', '4Q270', '4Q418', '4Q243', '4Q216', '1Q8', '6Q11', '4Q524', '4Q264a-110', '4Q51', '4Q23', '4Q418', '4Q183', '2Q21', '4Q44']"
260,P96-Fg067-R-C01-R01-D12082015-T124904-LR445 _PSC,"['4Q23', '4Q243', '4Q27', '4Q44', '4Q551', '6Q11', '4Q23', '1Q8', '4Q270', '4Q27', '4Q23', '4Q106', '4Q67', '4Q364', '4Q270', '4Q216', '4Q27', '4Q254', '4Q418', '4Q33']"
261,P95-Fg105-R-C01-R01-D08072015-T125632-LR445 _PSC,"['4Q94', '4Q214', '4Q419', '4Q57', '4Q423', '4Q364', '4Q410', 'Mas 1j', '4Q51', '4Q177', '4Q543', '4Q266', '4Q57', '4Q58', '4Q51', '4Q128', '4Q202', '4Q158', '4Q84', '4Q404']"
262,P92-Fg060-R-C01-R01-D10052015-T122730-LR445 _PSC,"['4Q266', '4Q364', '4Q158', '4Q94', '4Q419', '4Q402', '4Q214', '4Q128', '4Q57', '4Q421', '4Q84', '4Q177', '4Q173', 'Mas 1j', '4Q418', '4Q209', '4Q60', '4Q172', '4Q543', '4Q416']"
263,P8-Fg090-R-C01-R01-D29062015-T134645-LR445 _PSC,"['4Q223', 'MUR41', '4Q382', '4Q502', '4Q502', '4Q245', '4Q53', '4Q224', '4Q223', '4Q224', '4Q177', '6Q18', '4Q223', '6Q18', '4Q498', '4Q502', '4Q502', '4Q382', '4Q196', '4Q245']"
264,P70-Fg081-R-C01-R01-D11092016-T171323-LR445 _PSC,"['4Q266', '4Q177', '4Q419', '4Q51', '4Q167', '4Q94', '4Q57', '4Q543', '4Q267', '4Q44', '4Q158', '4Q214', '4Q282', '4Q51', '4Q58', '4Q423', '4Q27', '4Q418', '4Q410', '4Q537']"
265,P79-Fg065-R-C01-R01-D24072014-T143114-LR445 _PSC,"['4Q525', '4Q543', '4Q23', '4Q418', '4Q418', '4Q266', '4Q388', '4Q55', '4Q23', '4Q418', '4Q402', '11Q18', '4Q307', '4Q85', '4Q57', '11Q10', '4Q161', '4Q299', '4Q34', '4Q306']"
266,P7-Fg021-R-C01-R01-D29032016-T101712-LR445 _PSC,"['4Q546', '4Q461', '4Q558', '6Q9', '4Q382', 'MUR41', '4Q546', '4Q269', '4Q382', '4Q558', '4Q558', 'MUR18', '4Q558', '4Q391', '4Q382', '4Q78', '4Q196', '4Q502', '4Q418', '4Q502']"
267,P72-Fg039-R-C01-R01-D31082015-T093855-LR445 _PSC,"['4Q388', '4Q299', '4Q260', '4Q9999', '4Q383', '11Q18', '4Q177', '4Q266', '4Q418', '4Q73', '4Q30', '2Q22', '4Q282', '4Q418', '4Q404', '4Q404', '4Q213a', '4Q418', '4Q112', '4Q230']"
268,P567-Fg033-R-C01-R01-D21052014-T103239-LR445 _PSC,"['4Q429', '4Q364', '4Q40', '8Q5', '4Q426', '4Q451', '4Q429', '4Q51', '4Q537', '4Q385', '4Q81', '4Q167', '4Q33', '4Q434', '4Q167', '4Q27', '4Q243', '4Q51', '4Q364', '4Q33']"
269,P94-Fg025-R-C01-R01-D11062015-T085034-LR445 _PSC,"['4Q94', '4Q57', '4Q266', '4Q266', '4Q51', '4Q128', '4Q266', '4Q51', '4Q364', '4Q167', '4Q410', '4Q266', '4Q58', 'Mas 1j', '4Q266', '4Q404', '4Q214', '4Q57', '4Q156', '4Q267']"
270,P93-Fg060-R-C01-R01-D27052015-T153459-LR445 _PSC,"['4Q418', '4Q173', '4Q266', '4Q299', '2Q1', '4Q538', '4Q418', '4Q282', '4Q244', '4Q209', '4Q418', '4Q383', '4Q418', '4Q58', '4Q307', '4Q177', '4Q266', '4Q551', '4Q260', '4Q27']"
271,P7-Fg015-R-C01-R01-D28032016-T153736-LR445 _PSC,"['4Q391', '4Q208', '4Q558', '4Q196', '4Q502', '4Q502', '4Q196', '4Q382', '4Q224', '4Q196', '4Q391', '4Q432', '4Q208', '4Q382', '4Q196', '4Q502', '4Q196', 'MUR48', '4Q382', '4Q382']"
272,P7-Fg078-R-C01-R01-D03042016-T095628-LR445 _PSC,"['4Q382', '4Q196', '4Q382', '4Q572', 'MUR48', '4Q422', '4Q502', '4Q500', '4Q224', '4Q382', '4Q502', '4Q502', '4Q422', '4Q558', '4Q519', '4Q196', '4Q474', 'MUR48', '4Q519', '4Q502']"
273,P73-Fg029-R-C01-R01-D20082015-T133751-LR445 _PSC,"['4Q71', '2Q2', 'WD28', '4Q197', '2Q2', '4Q405', '4Q18', '4Q47', '4Q321', '4Q161', '4Q537', '4Q51', '4Q27', '4Q99', '4Q23', '4Q301', '11Q18', '4Q57', '4Q379', '4Q13']"
274,P615-Fg005-R-C01-R01-D26112013-T104220-LR445 _ColorCalData_IAA_Left_CC110304_110702,"['4Q238', '11Q10', '4Q522', '4Q552', '4Q266', '4Q537', '4Q364', '4Q105', '4Q200', '4Q23', '4Q543', '4Q27', '4Q27', '4Q390', '4Q51', '4Q254', '4Q381', '4Q27', '4Q27', '4Q405']"
275,P93-Fg015-R-C01-R01-D26052015-T141543-LR445 _PSC,"['4Q30', '4Q23', 'WD28', '4Q141', '4Q160', '4Q58', '4Q30', '4Q402', '4Q52', '4Q307', '4Q531', '4Q256', '4Q436', '4Q301', '4Q112', '4Q13', '4Q521', '11Q18', '11Q18', '4Q197']"
276,P78-Fg062-R-C01-R01-D20072014-T153915-LR445 _PSC,"['4Q287', '4Q261', '4Q226', '4Q57', '4Q34', '4Q405', '4Q434', '4Q275', '2Q33', '4Q57', '4Q531', '4Q536', '4Q416', '4Q419', '4Q521', '4Q158', '4Q473', '4Q286', '4Q38', '4Q128']"
277,P95-Fg067-R-C01-R01-D07072015-T121004-LR445 _PSC,"['4Q531', '4Q525', '4Q141', '11Q18', '4Q287', '4Q197', '4Q418', '4Q521', '11Q6', '4Q418', '4Q216', 'WD28', '4Q13', '11Q18', '4Q57', '4Q256', '4Q321a-190', '4Q23', '4Q34', '4Q299']"
278,P82-Fg028-R-C01-R01-D09102013-T094444-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q267', '4Q51', '4Q176', '4Q71', '4Q379', '4Q418', '4Q167', '4Q525', '4Q23', '4Q381', '4Q267', '3Q4', '4Q389', '4Q267', '4Q423', '4Q10', '4Q418', '4Q458', '4Q402', '4Q158']"
279,P91-Fg083-R-C01-R01-D31032015-T130844-LR445 _PSC,"['4Q163', '1Q28b-1000', '4Q163', '4Q502', '4Q196', '4Q157', '4Q558', '4Q224', '4Q223', '4Q418', '4Q196', '4Q223', '4Q502', '4Q458', 'MUR18', '4Q418', '4Q196', '4Q382', '4Q547', '4Q163']"
280,P70-Fg037-R-C01-R01-D08092016-T090931-LR445 _PSC,"['4Q13', '2Q2', '2Q1', '4Q27', '4Q504', '4Q23', '4Q30', '4Q402', '4Q266', '4Q18', 'WD28', '4Q531', '4Q23', '11Q17', '4Q301', '4Q141', '4Q197', '4Q266', '4Q200', '4Q402']"
281,P75-Fg067-R-C01-R01-D31072014-T091139-LR445 _PSC,"['4Q418', '4Q422', '4Q418', '4Q584', '4Q380', '4Q301', '4Q418', '4Q422', '4Q418', '4Q213', '4Q30', '4Q381', '4Q266', '4Q418', '4Q42', '4Q220', '4Q418', '4Q418', '4Q422', '4Q209']"
282,P71-Fg041-R-C01-R01-D09092015-T153809-LR445 _PSC,"['4Q32', '4Q82', '4Q13', '4Q178', '4Q405', '4Q364', '4Q286', '4Q33', '4Q460', '4Q275', '4Q161', '4Q51', '4Q158', '4Q392', '4Q203', '4Q537', '11Q17', '4Q32', '4Q510', '4Q434']"
283,P70-Fg028-R-C01-R01-D07092016-T140349-LR445 _PSC,"['4Q256', '4Q416', '4Q521', '4Q525', '4Q531', '4Q146', '4Q545', '4Q23', '4Q299', '4Q141', '4Q394', '11Q18', '4Q418', '4Q34', '11Q17', '4Q30', '4Q242', '4Q13', '4Q521', '4Q216']"
284,P915-Fg002-R-C01-R01-D14102015-T150135-LR445 _PSC,"['4Q158', '11Q17', '4Q537', '4Q531', '4Q103', '4Q364', '4Q82', '4Q13', '4Q405', '4Q9999', '4Q531', '4Q438', '4Q107', '4Q178', '4Q402', '4Q366', '4Q504', '4Q85', '4Q434', '4Q141']"
285,P567-Fg039-R-C01-R01-D21052014-T123003-LR445 _PSC,"['4Q69', '4Q73', '4Q73', '4Q23', '4Q23', '1Q28b-664', '4Q69', '4Q56', '1Q28b-1000', '2Q23', '4Q342', '4Q37', '4Q491', '4Q208', '4Q525', '4Q23', '4Q23', '4Q540', '4Q416', '4Q458']"
286,P75-Fg041-R-C01-R01-D30072014-T114229-LR445 _PSC,"['4Q13', '4Q301', '4Q18', '11Q17', '4Q504', '4Q23', 'WD28', '4Q27', '4Q531', '11Q18', '4Q23', '4Q405', '4Q364', '4Q402', '4Q141', '4Q266', '4Q531', '4Q71', '4Q27', '4Q164']"
287,P74-Fg026-R-C01-R01-D06082015-T150150-LR445 _PSC,"['4Q57', '4Q203', '4Q419', '4Q423', '4Q32', '4Q275', '4Q269', '4Q19', '4Q423', '4Q543', '4Q265', '4Q261', '4Q266', '4Q419', '4Q78', '4Q502', '4Q206', '4Q105', '4Q52', '4Q265']"
288,P43-Fg038-R-C01-R01-D01122015-T144922-LR445 _PSC,"['4Q580', '4Q146', '11Q18', '11Q17', '4Q525', '4Q530', '4Q60', '4Q51', '4Q381', '4Q256', '4Q141', '4Q531', '4Q394', '4Q34', '4Q436', '4Q299', '4Q380', '4Q47', '4Q51', '4Q525']"
289,P8-Fg073-R-C01-R01-D28062015-T155004-LR445 _PSC,"['4Q418', '4Q163', '4Q196', '4Q558', '4Q502', '4Q196', '4Q502', '4Q196', '4Q502', '4Q301', '4Q163', '4Q208', '4Q163', '4Q157', '4Q196', '4Q382', '4Q502', '4Q223', '4Q282', '1Q28b-1000']"
290,P8-Fg074-R-C01-R01-D29062015-T084213-LR445 _PSC,"['4Q418', '4Q418', '4Q418', '4Q208', '4Q301', '4Q418', '4Q30', '4Q380', '4Q419', '4Q584', '4Q418', '4Q282', '4Q418', '4Q418', '4Q418', '4Q418', '4Q57', '4Q334', '4Q484', '4Q418']"
291,P43-Fg036-R-C01-R01-D01122015-T140526-LR445 _PSC,"['4Q252', '4Q266', '11Q6', '4Q531', '4Q402', '4Q141', '4Q82', '4Q173', '4Q393', '4Q263', '4Q401', '4Q504', '4Q364', '4Q13', '4Q436', '4Q83', '4Q307', '4Q531', '4Q531', '4Q580']"
292,P90-Fg056-R-C01-R01-D28042015-T094401-LR445 _PSC,"['4Q82', '4Q504', '4Q531', '4Q393', '4Q112', '4Q266', '11Q6', '4Q365', '4Q141', '4Q402', '4Q364', '4Q52', '2Q1', '4Q85', '4Q58', '4Q307', '4Q51', '4Q405', '4Q243', '4Q52']"
293,P82-Fg004-R-C01-R01-D07102013-T095433-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q161', '4Q543', '4Q57', '4Q521', '4Q18', '4Q57', '4Q23', '4Q216', '4Q51', '4Q381', '4Q321', '4Q51', '4Q27', '4Q364', '4Q364', '4Q508', '4Q389', '4Q537', '4Q71', '4Q27']"
294,P78-Fg044-R-C01-R01-D20072014-T125001-LR445 _PSC,"['4Q531', '4Q405', '4Q418', '4Q321a-190', '4Q197', '4Q248', '8Q2', '4Q392', '4Q502', '4Q423', '4Q65', '4Q404', '4Q299', '4Q252', '4Q299', '4Q458', '4Q13', '4Q442', '4Q531', '4Q82']"
295,P93-Fg058-R-C01-R01-D27052015-T151926-LR445 _PSC,"['4Q423', '4Q203', '4Q57', '4Q32', '4Q286', '4Q51', '4Q105', '4Q161', '4Q538', '4Q423', '4Q270', '4Q172', '4Q57', '4Q51', '4Q401', '4Q10', '4Q57', '4Q266', '4Q51', '4Q379']"
296,P91-Fg059-R-C01-R01-D31032015-T090737-LR445 _PSC,"['11Q18', '4Q141', '4Q416', '4Q525', '4Q299', '4Q51', '4Q256', '4Q531', '4Q160', '4Q34', '4Q146', '4Q299', '4Q200', '4Q436', '4Q402', '4Q52', '4Q112', '4Q47', '1Q5', '4Q30']"
297,P71-Fg010-R-C01-R01-D09092015-T093256-LR445 _PSC,"['4Q23', '4Q18', '4Q364', '4Q27', '4Q543', '11Q10', '4Q389', '4Q243', '4Q365', '4Q27', '4Q238', '2Q2', '4Q266', '4Q23', '4Q57', '4Q521', '4Q508', '4Q51', 'WS1', '4Q504']"
298,P90-Fg060-R-C01-R01-D28042015-T104156-LR445 _PSC,"['1Q28b-664', '4Q525', '4Q51', '2Q23', '4Q23', '4Q23', '4Q69', '1Q28b-1000', '4Q223', '4Q379', '1Q28b-1000', '4Q73', '4Q416', '4Q458', '4Q73', '4Q458', '4Q582', '4Q7', '4Q418', '4Q418']"
299,P78-Fg047-R-C01-R01-D20072014-T131340-LR445 _PSC,"['4Q248', '4Q405', '4Q418', '4Q423', '4Q531', '4Q502', '4Q227', '4Q32', '4Q418', '4Q266', '4Q265', '4Q423', '8Q2', '4Q531', '4Q82', '4Q161', '4Q321a-190', '4Q404', '4Q392', '4Q423']"
300,P7-Fg036-R-C01-R01-D29032016-T133040-LR445 _PSC,"['4Q223', '4Q382', '4Q502', '4Q196', '4Q382', '4Q221', 'MUR56', '4Q209', '4Q558', '6Q23', '4Q418', '4Q391', '4Q168', '4Q196', '4Q282', '4Q502', '4Q502', '4Q269', '4Q307', '4Q208']"
301,P567-Fg037-R-C01-R01-D21052014-T122514-LR445 _PSC,"['4Q23', '4Q540', '4Q23', '4Q37', '4Q23', '4Q491', '4Q23', '4Q107', '4Q69', '4Q223', '4Q484', '4Q208', '4Q572', '4Q502', '4Q56', '4Q69', '4Q391', '4Q382', '4Q422', '4Q196']"
302,P91-Fg001-R-C01-R01-D29032015-T093945-LR445 _PSC,"['2Q4', '4Q52', '4Q402', '4Q307', '4Q83', '4Q82', '4Q252', '4Q299', '4Q299', '4Q381', '4Q438', '4Q405', '4Q30', '4Q504', '4Q83', '4Q383', '4Q58', '4Q112', '2Q2', '4Q58']"
303,P96-Fg054-R-C01-R01-D12082015-T104343-LR445 _PSC,"['11Q17', '4Q284', '4Q18', '4Q381', '4Q521', '4Q364', '11Q11', '4Q23', '4Q51', '4Q537', '4Q63', '4Q51', '4Q51', '4Q51', '4Q402', '11Q17', '4Q51', '4Q243', '4Q299', '4Q266']"
304,P78-Fg005-R-C01-R01-D17072014-T100826-LR445 _PSC,"['4Q23', '4Q418', '4Q37', '4Q42', '4Q531', '4Q37', '4Q299', '4Q299', '4Q394', '4Q418', '4Q545', '4Q525', '4Q381', '4Q282', '4Q205', '4Q418', '4Q531', '4Q404', '4Q418', '4Q418']"
305,P75-Fg059-R-C01-R01-D30072014-T142005-LR445 _PSC,"['4Q299', '4Q381', '4Q242', '4Q525', '4Q418', '4Q394', '4Q23', '4Q78', '4Q205', '4Q419', '4Q418', '4Q531', '4Q37', '4Q60', '1Q5', '4Q581', '4Q525', '4Q422', '4Q380', '4Q37']"
306,P90-Fg008-R-C01-R01-D26042015-T113433-LR445 _PSC,"['4Q34', '4Q392', '4Q525', '4Q305', '4Q82', '4Q34', '4Q394', '4Q531', '4Q13', '4Q42', '4Q176', '4Q112', '4Q197', '4Q299', '4Q37', '4Q404', '4Q418', '4Q23', '4Q536', '4Q418']"
307,P73-Fg034-R-C01-R01-D20082015-T141517-LR445 _PSC,"['4Q423', '4Q269', '4Q266', '4Q419', '4Q419', '4Q458', '4Q216', '4Q51', '4Q37', '4Q267', '4Q234', '4Q423', '4Q10', '4Q418', '4Q252', '4Q538', '4Q57', '4Q57', '4Q502', '4Q265']"
308,P7-Fg053-R-C01-R01-D30032016-T105439-LR445 _PSC,"['4Q382', 'MUR48', '4Q502', '4Q502', '4Q224', '4Q502', '4Q382', '4Q500', 'MUR48', '4Q572', '4Q422', '4Q196', '4Q382', '4Q519', '4Q519', '11Q25', '4Q519', '4Q224', '4Q558', '4Q302']"
309,P82-Fg034-R-C01-R01-D09102013-T105628-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q105', '4Q57', '4Q537', '4Q381', '4Q27', '4Q51', '4Q389', '4Q51', '4Q158', '4Q216', '4Q381', '4Q99', '4Q267', '4Q57', '4Q521', '4Q537', '4Q364', '4Q51', '4Q267', '4Q27']"
310,P90-Fg083-R-C01-R01-D29042015-T095832-LR445 _PSC,"['4Q51', '4Q51', '4Q13', '4Q161', '4Q364', '4Q227', '4Q543', '4Q32', '4Q381', '4Q365', '4Q10', '4Q178', '4Q299', '4Q27', '4Q267', '4Q57', '4Q27', '4Q23', '4Q51', '4Q321']"
311,P91-Fg036-R-C01-R01-D29032015-T145200-LR445 _PSC,"['4Q381', '4Q60', '4Q525', '4Q23', '4Q394', '4Q23', '4Q299', '4Q103', '4Q418', '4Q388', '4Q221', '4Q34', '4Q242', '4Q305', '4Q421', '4Q205', '4Q388', '4Q550', '4Q51', '4Q176']"
312,P581-Fg005-R-C01-R01-D06022014-T124133-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q61', '4Q73', '4Q107', '4Q416', '4Q49', '4Q41', '2Q24', '1Q29', '2Q24', '4Q10', '4Q7', '4Q73', '4Q61', '2Q23', '1Q29', '4Q416', '4Q72', '2Q23', '2Q24', '4Q72']"
313,P70-Fg065-R-C01-R01-D11092016-T112154-LR445 _PSC,"['11Q17', '4Q394', '4Q256', '4Q60', '4Q416', '4Q34', '4Q525', 'Mas 1b', '4Q242', '4Q216', '4Q381', '4Q418', '4Q23', '4Q23', '4Q112', '4Q51', '4Q30', '4Q221', '4Q58', '4Q418']"
314,P70-Fg048-R-C01-R01-D08092016-T112155-LR445 _PSC,"['4Q34', '4Q176', '4Q82', '4Q364', '4Q421', '4Q305', '11Q6', '4Q388', '4Q23', '4Q392', '4Q221', '4Q13', '4Q381', '4Q531', '4Q525', '4Q418', '4Q32', '4Q531', '4Q178', '4Q394']"
315,P96-Fg058-R-C01-R01-D12082015-T112839-LR445 _PSC,"['4Q32', '4Q51', '4Q51', '4Q178', '4Q161', '4Q321', '4Q13', '4Q243', '4Q178', '4Q27', '4Q381', '4Q460', '4Q82', '4Q365', '4Q23', '4Q510', '4Q99', '4Q364', '4Q429', '4Q57']"
316,P78-Fg032-R-C01-R01-D20072014-T102925-LR445 _PSC,"['4Q55', '4Q547', '4Q382', '4Q418', '4Q217', '4Q157', '4Q418', '4Q78', '4Q282', '4Q502', '4Q477', '4Q418', '4Q502', '4Q418', '4Q546', '4Q418', '4Q37', '4Q221', '4Q418', '4Q418']"
317,P94-Fg057-R-C01-R01-D11062015-T144328-LR445 _PSC,"['4Q525', '4Q394', '4Q242', '4Q176', '4Q381', '4Q421', '4Q23', '4Q103', '4Q392', '4Q23', '4Q178', '4Q32', '4Q13', '4Q221', '4Q531', '4Q581', '4Q60', '4Q388', '4Q404', '4Q305']"
318,P82-Fg090-R-C01-R01-D15102013-T104410-LR445 _ColorCalData_IAA_Left_CC110304_110702,"['4Q381', '4Q200', '4Q51', '4Q389', '4Q71', '4Q537', '4Q27', '4Q57', '4Q167', '4Q200', '4Q47', '2Q2', '4Q51', '4Q176', '4Q10', '4Q379', '11Q18', 'WD28', '4Q105', '4Q301']"
319,P96-Fg048-R-C01-R01-D12082015-T094854-LR445 _PSC,"['4Q13', '4Q32', '4Q51', '4Q178', '4Q227', '4Q82', '4Q321', '4Q51', '4Q99', '4Q161', '4Q502', '4Q10', '4Q538', '4Q269', '4Q34', '4Q266', '4Q401', '4Q267', '4Q27', '4Q267']"
320,P567-Fg031-R-C01-R01-D21052014-T102230-LR445 _PSC,"['4Q418', '4Q37', '4Q419', '4Q206', '4Q381', '4Q23', '4Q418', '4Q380', '4Q418', '4Q418', '4Q208', '4Q418', '4Q422', '4Q299', '4Q584', '4Q381', '4Q209', '4Q418', '4Q38', '4Q78']"
321,P95-Fg088-R-C01-R01-D08072015-T091136-LR445 _PSC,"['4Q32', '4Q23', '4Q51', '4Q266', '4Q13', '4Q460', '4Q419', '4Q502', '4Q161', '4Q269', '4Q423', '4Q282', '4Q57', '4Q510', '4Q401', '4Q23', '4Q287', '4Q531', '4Q82', '4Q57']"
322,P79-Fg035-R-C01-R01-D24072014-T100904-LR445 _PSC,"['4Q416', '4Q256', '4Q545', '4Q23', '4Q418', '4Q242', '4Q521', '4Q30', '4Q299', '4Q394', '4Q42', '4Q531', '4Q23', '4Q418', '4Q197', '4Q525', '4Q216', '4Q531', '11Q18', '4Q402']"
323,P96-Fg081-R-C01-R01-D12082015-T153245-LR445 _PSC,"['4Q42', '4Q418', '4Q23', '4Q256', '4Q23', '4Q242', '4Q197', '4Q266', '4Q37', '4Q394', '4Q418', '11Q18', '4Q299', '4Q381', '4Q423', '4Q545', '2Q2', '4Q47', '4Q51', '4Q419']"
324,P94-Fg058-R-C01-R01-D11062015-T145407-LR445 _PSC,"['4Q321', '4Q161', '4Q531', '4Q243', '4Q13', '11Q6', '4Q23', '4Q252', '4Q34', '4Q82', '4Q51', '4Q105', '4Q23', '4Q381', '4Q32', '4Q57', '4Q299', '4Q51', '4Q51', '4Q454']"
325,P79-Fg012-R-C01-R01-D23072014-T134746-LR445 _PSC,"['4Q9999', '4Q364', '4Q364', '4Q243', '4Q27', '4Q381', '4Q522', '4Q424', '4Q27', '4Q23', '4Q364', '4Q522', '4Q364', '4Q364', '4Q161', '4Q521', '4Q205', '4Q243', '4Q321', '4Q13']"
326,P78-Fg061-R-C01-R01-D20072014-T152801-LR445 _PSC,"['4Q167', '4Q176', '4Q51', '4Q379', '4Q266', '4Q267', '4Q158', '4Q381', '4Q10', '4Q525', '4Q381', '4Q267', '4Q54', '4Q163', '4Q267', '4Q423', '4Q51', '4Q537', '4Q401', '4Q57']"
327,P91-Fg049-R-C01-R01-D30032015-T135723-LR445 _PSC,"['1Q28b-664', '2Q23', '4Q23', '4Q51', '4Q223', '4Q69', '4Q23', '4Q525', '4Q73', '4Q73', '4Q416', '4Q208', '4Q73', '4Q61', '1Q28b-1000', '2Q24', '4Q7', '4Q10', '1Q28b-1000', '4Q56']"
328,P70-Fg069-R-C01-R01-D11092016-T124829-LR445 _PSC,"['4Q32', '4Q51', '4Q161', '4Q13', '11Q17', '4Q460', '4Q282', '4Q423', '4Q287', '4Q537', '4Q82', '4Q57', '4Q321', '4Q275', '4Q203', '4Q266', '4Q531', '4Q269', '4Q405', '4Q23']"
329,P7-Fg062-R-C01-R01-D30032016-T130543-LR445 _PSC,"['4Q500', '4Q302', '4Q196', '4Q196', 'MUR48', '4Q223', '4Q519', '4Q502', 'MUR48', '4Q572', '4Q208', '6Q9', '4Q558', '4Q23', '4Q519', '4Q382', '4Q558', '4Q382', '4Q558', 'MUR115']"
330,P43-Fg017-R-C01-R01-D30112015-T151353-LR445 _PSC,"['4Q200', '4Q531', '4Q531', '4Q256', '4Q230', '4Q416', 'Mas 1b', '4Q521', '4Q436', '11Q6', '11Q10', '11Q6', '11Q18', '4Q226', '4Q402', '4Q30', '4Q27', '4Q401', '4Q112', '4Q177']"
331,P95-Fg085-R-C01-R01-D07072015-T145307-LR445 _PSC,"['4Q287', '4Q536', '2Q33', '4Q471', '4Q419', '4Q34', '4Q531', '4Q321', '4Q23', '4Q226', '4Q37', '4Q221', '4Q221', '4Q405', '4Q57', '4Q419', '4Q421', '4Q160', '4Q206', '4Q530']"
332,P95-Fg008-R-C01-R01-D05072015-T104828-LR445 _PSC,"['4Q105', '4Q321', '4Q51', '4Q23', '4Q381', '4Q243', '4Q57', '4Q161', '4Q27', '4Q521', '4Q99', '4Q364', '4Q18', '4Q537', '4Q27', '4Q552', '4Q216', '4Q57', '4Q51', '4Q525']"
333,P78-Fg006-R-C01-R01-D17072014-T102359-LR445 _PSC,"['4Q42', '4Q418', '4Q197', '4Q545', '4Q23', '4Q256', '4Q299', '11Q18', '4Q418', '4Q242', '4Q418', '4Q266', '4Q394', '2Q2', '4Q23', '4Q418', '4Q423', '4Q37', '4Q470', '4Q419']"
334,P90-Fg003-R-C01-R01-D26042015-T105158-LR445 _PSC,"['4Q23', '4Q256', '4Q37', '4Q51', '4Q416', '4Q222', '4Q242', '4Q418', '4Q419', '4Q418', '4Q103', '4Q73', '4Q418', '1Q5', '4Q56', '4Q521', '4Q418', '4Q216', '4Q146', '4Q60']"
335,P95-Fg014-R-C01-R01-D05072015-T124835-LR445 _PSC,"['4Q32', '4Q51', '4Q282', '4Q13', '4Q460', '4Q266', '4Q57', '4Q423', '4Q287', '4Q401', '4Q23', '4Q57', '4Q161', '11Q17', '4Q502', '4Q209', '4Q275', '4Q197', '4Q419', '4Q531']"
336,P7-Fg116-R-C01-R01-D04042016-T103722-LR445 _PSC,"['6Q23', '4Q157', '4Q382', '4Q382', '4Q502', '4Q391', '4Q208', '4Q382', '4Q382', '4Q196', '4Q88', '4Q382', '4Q223', '4Q541', '4Q209', '4Q78', '4Q210', 'MUR24', '4Q382', '4Q196']"
337,P7-Fg044-R-C01-R01-D30032016-T092242-LR445 _PSC,"['4Q382', '4Q502', '4Q382', 'MUR48', '4Q422', '4Q502', '4Q502', '4Q572', '4Q500', 'MUR48', '4Q224', '4Q382', '4Q474', '4Q196', '4Q519', '4Q519', '4Q558', '4Q224', '4Q519', '6Q9']"
338,P95-Fg089-R-C01-R01-D08072015-T092020-LR445 _PSC,"['4Q23', '11Q17', '4Q221', '4Q60', '4Q418', 'Mas 1b', '4Q525', '4Q394', '4Q530', '4Q256', '4Q531', '4Q112', '4Q305', '4Q34', '4Q381', '4Q30', '11Q6', '4Q531', '4Q51', '4Q230']"
339,P76-Fg050-R-C01-R01-D06082014-T100358-LR445 _PSC,"['4Q51', '4Q51', '4Q161', '4Q266', '4Q51', '4Q99', '4Q321', '4Q381', '4Q57', '4Q51', '4Q32', '4Q13', '4Q227', '4Q158', '4Q105', '4Q216', '4Q27', '4Q299', '4Q525', '4Q27']"
340,P96-Fg011-R-C01-R01-D11082015-T101714-LR445 _PSC,"['4Q531', 'Mas 1b', '4Q112', '11Q6', '4Q30', '4Q58', '4Q252', '4Q13', '4Q23', '4Q34', '4Q305', '4Q394', '4Q256', '4Q531', '4Q200', '4Q82', '4Q299', '4Q60', '4Q402', '4Q197']"
341,P73-Fg027-R-C01-R01-D20082015-T131049-LR445 _PSC,"['4Q51', '4Q82', '4Q13', '4Q252', '4Q299', '4Q32', '4Q160', '4Q33', '4Q401', '4Q402', '4Q51', '4Q543', '4Q34', '4Q525', '4Q227', '4Q405', '4Q365', '4Q510', '4Q33', '4Q52']"
342,P69-Fg021-R-C01-R01-D24122015-T100141-LR445 _PSC,"['4Q416', '4Q107', '4Q61', '2Q24', '4Q49', '4Q73', '4Q10', '1Q29', '4Q41', '2Q24', '4Q61', '1Q29', '2Q23', '4Q73', '4Q72', '2Q18', '4Q7', '4Q72', '4Q56', '2Q24']"
343,P74-Fg022-R-C01-R01-D06082015-T143037-LR445 _PSC,"['4Q267', '4Q418', '4Q266', '4Q267', '4Q71', '4Q418', '4Q23', '11Q18', '4Q176', '4Q167', '4Q418', '4Q267', '4Q423', '3Q4', '4Q163', '4Q458', '4Q197', '1Q28b-1000', '4Q423', '4Q524']"
