order,imagename,col,line_nu,word_nu,glyph_nu,ocr,ocr_x1,ocr_y1,ocr_x2,ocr_y2,ocr_x3,ocr_y3,ocr_x4,ocr_y4,gt,gt_x1,gt_y1,gt_x2,gt_y2,gt_x3,gt_y3,gt_x4,gt_y4,manuscript
22438,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,1,13,4,ה,880,1180,884,1072,846,1092,844,1150,ה,880,1180,884,1072,846,1092,844,1150,4Q301
22444,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,2,3,2,ה,2306,1384,2306,1283,2237,1270,2236,1364,ה,2306,1384,2306,1283,2237,1270,2236,1364,4Q301
22456,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,2,9,2,ה,1788,1372,1790,1268,1734,1269,1732,1367,ה,1788,1372,1790,1268,1734,1269,1732,1367,4Q301
22465,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,2,13,2,ה,1141,1341,1150,1248,1082,1226,1073,1325,ה,1141,1341,1150,1248,1082,1226,1073,1325,4Q301
22545,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,5,7,1,ה,937,1853,936,1758,899,1736,901,1865,ה,937,1853,936,1758,899,1736,901,1865,4Q301
22553,ok/P582-Fg002-R-C01-R01-D07052012-T083917-LR924_012_F.jpg,1,7,1,1,ה,1165,2103,1274,2103,1274,2364,1165,2364,ה,1165,2103,1274,2103,1274,2364,1165,2364,4Q301
22579,ok/P582-Fg003-R-C01-R01-D07052012-T084745-LR924_012_F.jpg,1,2,1,2,ה,2250,1619,2244,1503,2188,1484,2184,1596,ה,2250,1619,2244,1503,2188,1484,2184,1596,4Q301
22591,ok/P582-Fg003-R-C01-R01-D07052012-T084745-LR924_012_F.jpg,1,2,7,2,ה,1745,1575,1744,1461,1696,1471,1697,1571,ה,1745,1575,1744,1461,1696,1471,1697,1571,4Q301
22634,ok/P582-Fg005-R-C01-R01-D07052012-T090439-LR924_012_F.jpg,1,3,7,3,ה,1775,1588,1783,1465,1725,1476,1716,1559,ה,1775,1588,1783,1465,1725,1476,1716,1559,4Q301
22639,ok/P582-Fg005-R-C01-R01-D07052012-T090439-LR924_012_F.jpg,1,4,1,2,ה,2258,1860,2247,1662,2186,1671,2195,1834,ה,2258,1860,2247,1662,2186,1671,2195,1834,4Q301
22643,ok/P582-Fg005-R-C01-R01-D07052012-T090439-LR924_012_F.jpg,1,4,3,2,ה,2057,1769,2067,1654,2022,1635,2010,1781,ה,2057,1769,2067,1654,2022,1635,2010,1781,4Q301
22647,ok/P582-Fg005-R-C01-R01-D07052012-T090439-LR924_012_F.jpg,1,4,5,1,ה,1876,1743,1881,1642,1819,1639,1814,1736,ה,1876,1743,1881,1642,1819,1639,1814,1736,4Q301
22650,ok/P582-Fg005-R-C01-R01-D07052012-T090439-LR924_012_F.jpg,1,4,5,4,ה,1737,1731,1742,1635,1670,1621,1655,1709,ה,1737,1731,1742,1635,1670,1621,1655,1709,4Q301
22654,ok/P582-Fg009-R-C01-R01-D07052012-T093820-LR924_012_F.jpg,1,1,1,1,ה,2038,1104,2103,1104,2103,1226,2038,1226,ה,2038,1104,2103,1104,2103,1226,2038,1226,4Q301
22664,ok/P582-Fg009-R-C01-R01-D07052012-T093820-LR924_012_F.jpg,1,2,1,1,ה,2045,1295,2146,1295,2146,1376,2045,1376,ה,2045,1295,2146,1295,2146,1376,2045,1376,4Q301
22718,ok/P582-Fg010-R-C01-R01-D07052012-T094615-LR924_012_F.jpg,1,3,3,1,ה,2106,1514,2109,1409,2054,1398,2056,1518,ה,2106,1514,2109,1409,2054,1398,2056,1518,4Q301
22721,ok/P582-Fg010-R-C01-R01-D07052012-T094615-LR924_012_F.jpg,1,3,3,4,ה,1963,1511,1961,1398,1914,1377,1907,1471,ה,1963,1511,1961,1398,1914,1377,1907,1471,4Q301
22727,ok/P582-Fg010-R-C01-R01-D07052012-T094615-LR924_012_F.jpg,1,3,7,1,ה,1709,1509,1709,1384,1642,1390,1642,1501,ה,1709,1509,1709,1384,1642,1390,1642,1501,4Q301
22740,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,1,3,1,ה,2079,1446,2493,1443,2472,1403,2075,1406,ה,2079,1446,2493,1443,2472,1403,2075,1406,4Q217
22750,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,1,5,5,ה,2026,847,2576,842,2500,761,2058,766,ה,2026,847,2576,842,2500,761,2058,766,4Q217
22758,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,2,3,1,ה,1875,1544,1876,1565,1901,1514,1833,1515,ה,1875,1544,1876,1565,1901,1514,1833,1515,4Q217
22767,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,2,7,1,ה,1841,1025,1918,1024,1925,961,1809,963,ה,1841,1025,1918,1024,1925,961,1809,963,4Q217
22782,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,3,9,1,ה,1563,1073,1715,1073,1696,992,1558,992,ה,1563,1073,1715,1073,1696,992,1558,992,4Q217
22798,ok/P586-Fg001-R-C01-R01-D29102013-T114406-LR924_012.jpg,1,6,1,2,ה,832,1214,982,1211,967,1146,820,1150,ה,832,1214,982,1211,967,1146,820,1150,4Q217
22808,ok/P586-Fg017-R-C01-R01-D29102013-T145029-LR924_012.jpg,1,2,5,1,ה,1885,1112,1901,845,1500,835,1488,1038,ה,1885,1112,1901,845,1500,835,1488,1038,4Q217
22860,ok/P591-Fg010-R-C01-R01-D06032013-T110703-LR924_012.jpg,1,2,3,4,ה,2120,1215,2119,1135,2080,1128,2081,1196,ה,2120,1215,2119,1135,2080,1128,2081,1196,4Q300
22971,ok/P592-Fg008-R-C01-R01-D04032013-T100336-LR924_012.jpg,1,2,1,3,ה,2116,1303,2133,1104,2031,1130,2031,1326,ה,2116,1303,2133,1104,2031,1130,2031,1326,4Q299
23007,ok/P592-Fg009-R-C01-R01-D04032013-T101344-LR924_012.jpg,1,2,1,4,ה,2038,1413,2036,1334,1983,1338,1985,1425,ה,2038,1413,2036,1334,1983,1338,1985,1425,4Q299
23022,ok/P592-Fg009-R-C01-R01-D04032013-T101344-LR924_012.jpg,1,3,5,1,ה,1876,1518,1876,1417,1807,1406,1807,1531,ה,1876,1518,1876,1417,1807,1406,1807,1531,4Q299
23025,ok/P592-Fg009-R-C01-R01-D04032013-T101344-LR924_012.jpg,1,3,5,4,ה,1707,1543,1717,1359,1661,1364,1652,1538,ה,1707,1543,1717,1359,1661,1364,1652,1538,4Q299
23036,ok/P592-Fg009-R-C01-R01-D04032013-T101344-LR924_012.jpg,1,5,1,1,ה,1774,1713,1896,1713,1896,1805,1774,1805,ה,1774,1713,1896,1713,1896,1805,1774,1805,4Q299
23058,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,4,5,1,ה,1664,1401,1531,1403,1551,1465,1652,1464,ה,1664,1401,1531,1403,1551,1465,1652,1464,4Q299
23070,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,5,5,2,ה,1800,1480,1668,1478,1682,1539,1810,1541,ה,1800,1480,1668,1478,1682,1539,1810,1541,4Q299
23075,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,6,1,3,ה,2002,1047,1874,1049,1898,1110,1965,1109,ה,2002,1047,1874,1049,1898,1110,1965,1109,4Q299
23078,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,6,1,6,ה,1993,1154,1886,1156,1888,1215,2004,1219,ה,1993,1154,1886,1156,1888,1215,2004,1219,4Q299
23083,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,6,3,3,ה,1978,1444,1806,1447,1829,1508,2000,1504,ה,1978,1444,1806,1447,1829,1508,2000,1504,4Q299
23106,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,8,3,1,ה,2326,1208,2230,1206,2218,1253,2342,1255,ה,2326,1208,2230,1206,2218,1253,2342,1255,4Q299
23115,ok/P592-Fg013-R-C01-R01-D04032013-T105430-LR924_012.jpg,1,9,3,2,ה,2543,1206,2431,1204,2409,1275,2516,1278,ה,2543,1206,2431,1204,2409,1275,2516,1278,4Q299
23146,ok/P594-Fg003-R-C01-R01-D07052012-T105101-LR924_012_F.jpg,1,2,1,4,ה,1813,1418,1845,1226,1776,1249,1748,1417,ה,1813,1418,1845,1226,1776,1249,1748,1417,4Q299
23212,ok/P594-Fg016-R-C01-R01-D08052012-T093947-LR924_012_F.jpg,1,1,3,1,ה,1832,1245,1855,934,1688,934,1744,1255,ה,1832,1245,1855,934,1688,934,1744,1255,4Q299
23218,ok/P594-Fg016-R-C01-R01-D08052012-T093947-LR924_012_F.jpg,1,2,3,2,ה,2017,1453,1986,1218,1948,1235,1946,1442,ה,2017,1453,1986,1218,1948,1235,1946,1442,4Q299
23220,ok/P594-Fg016-R-C01-R01-D08052012-T093947-LR924_012_F.jpg,1,2,5,1,ה,1926,1455,1928,1253,1887,1281,1884,1464,ה,1926,1455,1928,1253,1887,1281,1884,1464,4Q299
23224,ok/P594-Fg016-R-C01-R01-D08052012-T093947-LR924_012_F.jpg,1,2,7,1,ה,1725,1446,1723,1289,1663,1305,1665,1441,ה,1725,1446,1723,1289,1663,1305,1665,1441,4Q299
23240,ok/P594-Fg016-R-C01-R01-D08052012-T093947-LR924_012_F.jpg,1,3,7,1,ה,1650,1600,1656,1477,1598,1475,1592,1599,ה,1650,1600,1656,1477,1598,1475,1592,1599,4Q299
23267,ok/P594-Fg020-R-C01-R01-D08052012-T101358-LR924_012_F.jpg,1,3,1,2,ה,2163,1688,2163,1530,2111,1533,2111,1699,ה,2163,1688,2163,1530,2111,1533,2111,1699,4Q299
23273,ok/P594-Fg020-R-C01-R01-D08052012-T101358-LR924_012_F.jpg,1,3,3,5,ה,1844,1678,1853,1502,1799,1510,1791,1683,ה,1844,1678,1853,1502,1799,1510,1791,1683,4Q299
23409,ok/P605-Fg004-R-C01-R01-D30102013-T125752-LR924_012.jpg,1,1,1,2,ה,1983,1164,1983,1040,1925,1072,1925,1120,ה,1983,1164,1983,1040,1925,1072,1925,1120,4Q299
23428,ok/P605-Fg004-R-C01-R01-D30102013-T125752-LR924_012.jpg,1,3,5,2,ה,1547,1517,1545,1334,1483,1330,1470,1509,ה,1547,1517,1545,1334,1483,1330,1470,1509,4Q299
23433,ok/P605-Fg004-R-C01-R01-D30102013-T125752-LR924_012.jpg,1,4,3,3,ה,1537,1684,1533,1526,1466,1529,1457,1632,ה,1537,1684,1533,1526,1466,1529,1457,1632,4Q299
23447,ok/P605-Fg004-R-C01-R01-D30102013-T125752-LR924_012.jpg,1,6,3,2,ה,1648,2094,1645,1901,1566,1870,1568,2042,ה,1648,2094,1645,1901,1566,1870,1568,2042,4Q299
23507,ok/P605-Fg005-R-C01-R01-D30102013-T130615-LR924_012.jpg,1,4,3,4,ה,1904,1558,1916,1398,1866,1392,1841,1503,ה,1904,1558,1916,1398,1866,1392,1841,1503,4Q299
23533,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,2,5,3,ה,1478,994,1472,819,1419,796,1425,991,ה,1478,994,1472,819,1419,796,1425,991,2Q2
23557,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,4,1,2,ה,2158,1267,2151,1157,2089,1171,2095,1267,ה,2158,1267,2151,1157,2089,1171,2095,1267,2Q2
23612,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,6,7,4,ה,1276,1689,1276,1580,1220,1601,1220,1712,ה,1276,1689,1276,1580,1220,1601,1220,1712,2Q2
23617,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,7,1,3,ה,2436,1751,2432,1675,2366,1654,2372,1751,ה,2436,1751,2432,1675,2366,1654,2372,1751,2Q2
23635,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,7,9,4,ה,1478,1854,1466,1713,1405,1745,1417,1886,ה,1478,1854,1466,1713,1405,1745,1417,1886,2Q2
23689,ok/P643-Fg006-R-C01-R01-D18122013-T103917-LR924 _012.jpg,1,10,1,3,ה,2226,2239,2226,2162,2163,2181,2163,2225,ה,2226,2239,2226,2162,2163,2181,2163,2225,2Q2
23763,ok/P645-Fg002-R-C01-R01-D10092012-T103028-LR924_012_F.jpg,1,3,5,6,ה,1829,1530,1829,1349,1761,1362,1761,1487,ה,1829,1530,1829,1349,1761,1362,1761,1487,2Q24
23780,ok/P649-Fg031-R-C01-R01-D12012014-T112033-LR924_012.jpg,1,3,1,1,ה,2109,1313,2167,1313,2167,1366,2109,1366,ה,2109,1313,2167,1313,2167,1366,2109,1366,6Q14
23801,ok/P649-Fg031-R-C01-R01-D12012014-T112033-LR924_012.jpg,1,5,1,1,ה,2087,1447,2155,1447,2155,1528,2087,1528,ה,2087,1447,2155,1447,2155,1528,2087,1528,6Q14
23806,ok/P649-Fg031-R-C01-R01-D12012014-T112033-LR924_012.jpg,1,5,3,4,ה,1924,1517,1926,1434,1862,1454,1861,1512,ה,1924,1517,1926,1434,1862,1454,1861,1512,6Q14
23824,ok/P649-Fg034-R-C01-R01-D12012014-T114557-LR924_012.jpg,1,1,1,2,ה,1910,1060,1919,898,1849,886,1849,1050,ה,1910,1060,1919,898,1849,886,1849,1050,6Q15
23833,ok/P649-Fg034-R-C01-R01-D12012014-T114557-LR924_012.jpg,1,2,3,2,ה,1880,1172,1878,1086,1796,1094,1798,1173,ה,1880,1172,1878,1086,1796,1094,1798,1173,6Q15
23856,ok/P649-Fg034-R-C01-R01-D12012014-T114557-LR924_012.jpg,1,4,1,1,ה,2323,1328,2399,1328,2399,1479,2323,1479,ה,2323,1328,2399,1328,2399,1479,2323,1479,6Q15
23866,ok/P649-Fg034-R-C01-R01-D12012014-T114557-LR924_012.jpg,1,4,7,1,ה,1732,1431,1733,1334,1676,1321,1674,1446,ה,1732,1431,1733,1334,1676,1321,1674,1446,6Q15
23918,ok/P649-Fg035-R-C01-R01-D15012014-T090653-LR924_012.jpg,1,4,3,2,ה,1817,1438,1817,1268,1745,1324,1745,1421,ה,1817,1438,1817,1268,1745,1324,1745,1421,6Q15
23941,ok/P663-Fg010-R-C02-R01-D15052012-T102630-LR924_012_F.jpg,1,2,3,1,ה,2261,1294,2264,1144,2196,1143,2204,1266,ה,2261,1294,2264,1144,2196,1143,2204,1266,1Q29
23953,ok/P663-Fg010-R-C02-R01-D15052012-T102630-LR924_012_F.jpg,1,2,7,1,ה,1622,1285,1616,1121,1559,1175,1590,1307,ה,1622,1285,1616,1121,1559,1175,1590,1307,1Q29
23980,ok/P663-Fg010-R-C02-R01-D15052012-T102630-LR924_012_F.jpg,1,4,3,4,ה,1940,1590,1936,1474,1877,1511,1884,1629,ה,1940,1590,1936,1474,1877,1511,1884,1629,1Q29
24025,ok/P679-Fg003-R-C01-R01-D06062013-T105520-LR924_012.jpg,1,2,3,3,ה,1620,1208,1620,1030,1516,1039,1505,1207,ה,1620,1208,1620,1030,1516,1039,1505,1207,4Q284a-679
24043,ok/P679-Fg003-R-C01-R01-D06062013-T105520-LR924_012.jpg,1,4,5,1,ה,1614,1467,1614,1413,1529,1417,1528,1551,ה,1614,1467,1614,1413,1529,1417,1528,1551,4Q284a-679
24045,ok/P679-Fg003-R-C01-R01-D06062013-T105520-LR924_012.jpg,1,5,1,1,ה,1937,1548,2255,1558,2255,1686,1948,1687,ה,1937,1548,2255,1558,2255,1686,1948,1687,4Q284a-679
24059,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,2,1,1,ה,2199,860,2322,860,2322,938,2199,938,ה,2199,860,2322,860,2322,938,2199,938,4Q279
24062,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,2,3,1,ה,2097,956,2103,877,2049,877,2042,985,ה,2097,956,2103,877,2049,877,2042,985,4Q279
24093,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,3,11,1,ה,1286,1168,1284,985,1226,1060,1227,1170,ה,1286,1168,1284,985,1226,1060,1227,1170,4Q279
24102,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,4,5,2,ה,1834,1351,1834,1235,1780,1216,1774,1326,ה,1834,1351,1834,1235,1780,1216,1774,1326,4Q279
24111,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,4,9,1,ה,1419,1333,1424,1241,1368,1234,1362,1323,ה,1419,1333,1424,1241,1368,1234,1362,1323,4Q279
24129,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,5,7,2,ה,1442,1465,1444,1395,1393,1381,1390,1474,ה,1442,1465,1444,1395,1393,1381,1390,1474,4Q279
24137,ok/P679-Fg005-R-C01-R01-D06062013-T112331-LR924_012.jpg,1,6,3,1,ה,1978,1656,1978,1532,1906,1562,1906,1664,ה,1978,1656,1978,1532,1906,1562,1906,1664,4Q279
24155,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,1,5,3,ה,2428,1185,2518,1187,2514,1120,2430,1118,ה,2428,1185,2518,1187,2514,1120,2430,1118,4Q270
24158,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,1,7,2,ה,2420,1061,2549,1063,2544,1016,2439,1014,ה,2420,1061,2549,1063,2544,1016,2439,1014,4Q270
24163,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,1,7,7,ה,2429,872,2519,874,2529,825,2422,825,ה,2429,872,2519,874,2529,825,2422,825,4Q270
24164,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,2,1,1,ה,2344,1550,2379,1550,2379,1550,2344,1550,ה,2344,1550,2379,1550,2379,1550,2344,1550,4Q270
24168,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,2,1,5,ה,2258,1429,2327,1429,2332,1378,2243,1378,ה,2258,1429,2327,1429,2332,1378,2243,1378,4Q270
24176,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,2,5,4,ה,2254,1092,2340,1095,2345,1033,2268,1033,ה,2254,1092,2340,1095,2345,1033,2268,1033,4Q270
24182,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,3,1,2,ה,2079,1510,2167,1510,2159,1470,2095,1470,ה,2079,1510,2167,1510,2159,1470,2095,1470,4Q270
24192,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,4,1,1,ה,1999,1509,2038,1520,2038,1502,1991,1513,ה,1999,1509,2038,1520,2038,1502,1991,1513,4Q270
24202,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,4,7,3,ה,1903,1177,2004,1175,2020,1133,1908,1135,ה,1903,1177,2004,1175,2020,1133,1908,1135,4Q270
24210,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,5,2,2,ה,1754,1423,1868,1422,1869,1368,1753,1369,ה,1754,1423,1868,1422,1869,1368,1753,1369,4Q270
24220,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,6,1,2,ה,1617,1527,1711,1524,1683,1460,1622,1462,ה,1617,1527,1711,1524,1683,1460,1622,1462,4Q270
24223,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,6,3,2,ה,1618,1408,1684,1406,1681,1352,1601,1355,ה,1618,1408,1684,1406,1681,1352,1601,1355,4Q270
24226,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,6,3,5,ה,1572,1243,1682,1231,1653,1169,1598,1175,ה,1572,1243,1682,1231,1653,1169,1598,1175,4Q270
24241,ok/P685-Fg001-R-C03-R01-D07042014-T110424-LR924_012.jpg,1,8,1,1,ה,1335,1397,1400,1397,1400,1397,1335,1397,ה,1335,1397,1400,1397,1400,1397,1335,1397,4Q270
24258,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,1,1,2,ה,2021,1431,2021,1328,1953,1323,1949,1424,ה,2021,1431,2021,1328,1953,1323,1949,1424,4Q286
24266,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,1,5,3,ה,1637,1428,1635,1301,1565,1244,1566,1400,ה,1637,1428,1635,1301,1565,1244,1566,1400,4Q286
24277,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,2,1,7,ה,1760,1610,1761,1510,1698,1502,1693,1589,ה,1760,1610,1761,1510,1698,1502,1693,1589,4Q286
24279,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,2,1,9,ה,1630,1596,1636,1489,1570,1516,1570,1576,ה,1630,1596,1636,1489,1570,1516,1570,1576,4Q286
24287,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,3,1,2,ה,1888,1822,1891,1693,1815,1669,1809,1898,ה,1888,1822,1891,1693,1815,1669,1809,1898,4Q286
24293,ok/P691-Fg001-R-C01-R01-D01012014-T131528-LR924_012.jpg,1,3,1,8,ה,1510,1880,1507,1667,1431,1689,1423,1821,ה,1510,1880,1507,1667,1431,1689,1423,1821,4Q286
24294,ok/P691-Fg005-R-C01-R01-D01012014-T141137-LR924_012.jpg,1,1,1,1,ה,1750,1057,1970,1055,1970,1160,1759,1154,ה,1750,1057,1970,1055,1970,1160,1759,1154,4Q286
24305,ok/P691-Fg005-R-C01-R01-D01012014-T141137-LR924_012.jpg,1,2,1,6,ה,1791,1350,1794,1228,1724,1248,1721,1340,ה,1791,1350,1794,1228,1724,1248,1721,1340,4Q286
24316,ok/P691-Fg005-R-C01-R01-D01012014-T141137-LR924_012.jpg,1,3,3,5,ה,1684,1485,1685,1391,1618,1389,1617,1473,ה,1684,1485,1685,1391,1618,1389,1617,1473,4Q286
24325,ok/P696-Fg002-R-C01-R01-D02012014-T102904-LR924_012.jpg,1,2,1,1,ה,2078,1095,2268,1095,2268,1189,2078,1189,ה,2078,1095,2268,1095,2268,1189,2078,1189,4Q319
24331,ok/P696-Fg002-R-C01-R01-D02012014-T102904-LR924_012.jpg,1,2,3,5,ה,1798,1205,1790,1111,1715,1111,1731,1212,ה,1798,1205,1790,1111,1715,1111,1731,1212,4Q319
24335,ok/P696-Fg002-R-C01-R01-D02012014-T102904-LR924_012.jpg,1,3,1,2,ה,2028,1389,2008,1230,1948,1233,1965,1373,ה,2028,1389,2008,1230,1948,1233,1965,1373,4Q319
24337,ok/P696-Fg002-R-C01-R01-D02012014-T102904-LR924_012.jpg,1,3,3,1,ה,1922,1386,1905,1254,1836,1250,1843,1422,ה,1922,1386,1905,1254,1836,1250,1843,1422,4Q319
24350,ok/P696-Fg002-R-C01-R01-D02012014-T102904-LR924_012.jpg,1,4,3,4,ה,1606,1632,1558,1497,1503,1544,1548,1669,ה,1606,1632,1558,1497,1503,1544,1548,1669,4Q319
24355,ok/P696-Fg003-R-C01-R01-D02012014-T104850-LR924_012.jpg,1,2,1,1,ה,2179,1204,2338,1204,2338,1234,2179,1234,ה,2179,1204,2338,1204,2338,1234,2179,1234,4Q319
24366,ok/P696-Fg003-R-C01-R01-D02012014-T104850-LR924_012.jpg,1,3,3,5,ה,1862,1377,1870,1285,1817,1286,1811,1354,ה,1862,1377,1870,1285,1817,1286,1811,1354,4Q319
24372,ok/P696-Fg003-R-C01-R01-D02012014-T104850-LR924_012.jpg,1,4,5,1,ה,1859,1526,1878,1431,1799,1419,1774,1514,ה,1859,1526,1878,1431,1799,1419,1774,1514,4Q319
24401,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,3,1,2,ה,2634,1506,2645,1362,2566,1361,2559,1448,ה,2634,1506,2645,1362,2566,1361,2559,1448,4Q251
24404,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,3,3,2,ה,2443,1447,2446,1357,2348,1361,2345,1457,ה,2443,1447,2446,1357,2348,1361,2345,1457,4Q251
24409,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,3,5,1,ה,2125,1456,2136,1296,2062,1216,2050,1404,ה,2125,1456,2136,1296,2062,1216,2050,1404,4Q251
24418,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,3,7,5,ה,1638,1443,1640,1248,1561,1315,1559,1437,ה,1638,1443,1640,1248,1561,1315,1559,1437,4Q251
24423,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,4,3,1,ה,2117,1689,2116,1532,2045,1535,2046,1686,ה,2117,1689,2116,1532,2045,1535,2046,1686,4Q251
24440,ok/P702-Fg004-R-C01-R01-D10092012-T153258-LR924_012_F.jpg,1,5,5,3,ה,1572,1788,1574,1680,1493,1687,1491,1760,ה,1572,1788,1574,1680,1493,1687,1491,1760,4Q251
24455,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,3,3,1,ה,2214,971,2231,972,2185,871,2179,994,ה,2214,971,2231,972,2185,871,2179,994,4Q251
24466,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,4,3,2,ה,2297,1231,2297,1147,2238,1128,2238,1236,ה,2297,1231,2297,1147,2238,1128,2238,1236,4Q251
24468,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,4,3,4,ה,2179,1221,2179,1125,2120,1094,2120,1210,ה,2179,1221,2179,1125,2120,1094,2120,1210,4Q251
24470,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,4,3,6,ה,2037,1243,2037,1130,1965,1130,1965,1209,ה,2037,1243,2037,1130,1965,1130,1965,1209,4Q251
24472,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,4,5,1,ה,1918,1222,1918,1138,1847,1137,1847,1231,ה,1918,1222,1918,1138,1847,1137,1847,1231,4Q251
24477,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,5,3,1,ה,2275,1423,2279,1293,2203,1327,2203,1423,ה,2275,1423,2279,1293,2203,1327,2203,1423,4Q251
24483,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,5,5,2,ה,1890,1423,1893,1315,1838,1330,1835,1407,ה,1890,1423,1893,1315,1838,1330,1835,1407,4Q251
24485,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,5,5,4,ה,1761,1417,1764,1311,1691,1323,1688,1401,ה,1761,1417,1764,1311,1691,1323,1688,1401,4Q251
24487,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,5,5,6,ה,1613,1419,1620,1299,1545,1311,1539,1413,ה,1613,1419,1620,1299,1545,1311,1539,1413,4Q251
24492,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,5,7,4,ה,1223,1418,1252,1157,1180,1148,1156,1356,ה,1223,1418,1252,1157,1180,1148,1156,1356,4Q251
24498,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,6,3,2,ה,1972,1628,1973,1503,1914,1515,1909,1603,ה,1972,1628,1973,1503,1914,1515,1909,1603,4Q251
24526,ok/P702-Fg009-R-C01-R01-D12092012-T110008-LR924_012_F.jpg,1,8,3,2,ה,2118,1974,2125,1873,2056,1867,2054,1958,ה,2118,1974,2125,1873,2056,1867,2054,1958,4Q251
